category,subcategory,title,authors,date,year,Accuracy,BER,EER,F1,FAR,FPR,FNR,FRR,Precision,Recall,TPR,Device,Proposed Scheme,Target Goal,open science,publisher,url,cite
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Behavioral Authentication Method Utilizing Wi-Fi History Information Captured by IoT Device,"Ryosuke Kobayashi;
Rie Shigetomi Yamaguchi",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8394978/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,A continuous identity authentication scheme based on physiological and behavioral characteristics,"G Wu, J Wang, Y Zhang, S Jiang",2018,2018,98.50%,,,86.67%,,,,,,,,Wearables,"A two-step authentication method based on an own-built fingertip sensor device which can capture motion data (e.g., acceleration and angular velocity) and physiological data (e.g., a photoplethysmography (PPG) signal) simultaneously",User authentication,No,mdpi.com,https://www.mdpi.com/1424-8220/18/1/179,~\cite{wu2018continuous}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Context-Aware Authentication Using Co-Located Devices,"Hidehito Gomi;
Shuji Yamaguchi;
Wataru Ogami;
Teruhiko Teraoka;
Tatsuru Higurashi",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8887398/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Authentication Protocol for Real-Time Wearable Medical Sensor Networks Using Biometrics and Continuous Monitoring,"Nada Radwan Mohsen;
Bidi Ying;
Amiya Nayak",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8875365/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,A new mutual authentication and key agreement protocol in wireless body area network,"Xiaohe Wu;
Jianbo Xu;
Weihong Huang;
Wei Jian",2020,2020,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9265963/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,"Press
@$@$
to Login: Strong Wearable Second Factor Authentication via Short Memorywise Effortless Typing Gestures","Prakash Shrestha;
Nitesh Saxena;
Diksha Shukla;
Vir V. Phoha",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9581202/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Behavioral Authentication Method Focusing on the Tendency of the Days of the Week,"Reiya Okawa;
Ryosuke Kobayashi;
Rie Shigetomi Yamaguchi",2022,2022,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10683912/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Privacy and Security Awareness for Sensitive/Non-sensitive Data based Wearable Devices,"Fatina Shukur;
Ahmed Fatlawi",2022,2022,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9922930/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Transfer Learning for Behavioral Biometrics-based Continuous User Authentication,"Sanket Salunke;
Abdelkader Ouda;
Jonathan Gagne",2022,2022,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9851764/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Sensor-based implicit authentication through learning user physiological and behavioral characteristics,"J Zhang, Z Li, H Zhang, W Zhang, Z Ling…",2023,2023,95.84%,,,,3.56%,,,13.57%,,,,Wearable sensors,"A user implicit authentication approach based on physiological and behavioral characteristics, using the most commonly performed actions in daily life to pre-authenticate users",User authentication,No,Elsevier,https://www.sciencedirect.com/science/article/pii/S0140366423002141,~\cite{zhang2023sensor}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Non-Contrastive Learning-based Behavioural Biometrics for Smart IoT Devices,"Oshan Jayawardena, Fariza Rashid, Suranga Seneviratne",10/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3616391.3622773,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Human-centered Behavioral and Physiological Security,"Florian Alt, Mariam Hassib, Verena Distler",12/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3633500.3633504,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,SigA: rPPG-based Authentication for Virtual Reality Head-mounted Display,"Lin Li, Chao Chen, Lei Pan, Leo Yu Zhang, Jun Zhang, Yang Xiang",10/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3607199.3607209,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Walking to Authenticate: Identifying Robust Behavioral Biometrics from Step Count Data,"Zhen Chen;
Keqin Shi;
Weiqiang Sun",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10438755/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Behavioral Biometrics for Mobile User Authentication: Benefits and Limitations,"Maria Papaioannou;
Georgios Mantas;
Emmanouil Manos Panaousis;
Aliyah Essop;
Jonathan Rodriguez;
Victor Sucasas",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10186419/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,Implementatons of Health-Promotion IoT Devices for Secure Physiological Information Protection,"Wen-Chung Tsai;
Huan-Hsiuan Lin;
Tsung-Sheng Hsu",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10219466/,~\cite{}
Multi-Factor Authentication,Behavioral and Physiological Authentication ,"Security analysis on ""EAKE-WC: Authenticated Key Exchange Protocol for Wearable Computing""","Zahid Ghaffar, Khalid Mahmood, Muhammad Farooq, Khalid Yahya",12/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3659154.3659191,~\cite{}
Multi-Factor Authentication,Multi-Factor Authentication ,Multi-factor Authentication for Wearables,"Sergey Bezzateev, Aleksandra Afanasyeva, Natalia Voloshina, Aleksandr Ometov",11/1/17 0:00,2017,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3231830.3231834,~\cite{}
Multi-Factor Authentication,Multi-Factor Authentication ,ZEMFA: zero-effort multi-factor authentication based on multi-modal gait biometrics,"B Shrestha, M Mohamed…",2019,2019,,,,,,,,,,,,Mobile and wearables,A zero-effort multi-factor authentication system based on multiple authentication tokens and multi-modal behavioral biometrics,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8949032/,~\cite{shrestha2019zemfa}
Multi-Factor Authentication,Multi-Factor Authentication ,3D-Auth: Two-Factor Authentication with Personalized 3D-Printed Items,"Karola Marky, Martin Schmitz, Verena Zimmermann, Martin Herbers",4/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3313831.3376189,~\cite{}
Multi-Factor Authentication,Multi-Factor Authentication ,Hybrid Smartwatch Multi-factor Authentication,"JG Maes, KA Rahman…",2023,2023,,,28%,,,,,,,,,Smartwatch,A system for leveraging a smartwatch as an additional form of user authentication,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10152114/,~\cite{maes2023hybrid}
Multi-Factor Authentication,Multi-Factor Authentication ,Highly Efficient Bidirectional Multifactor Authentication and Key Agreement for Real-Time Access to Sensor Data,A Braeken,2023,2023,,,,,,,,,,,,,"An authentication and key agreement protocol for users who want to have access to constrained sensor nodes deployed in the field, e.g., doctor with healthcare nodes of patient",Device authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10147376/,~\cite{braeken2023highly}
Multi-Factor Authentication,Multi-Factor Authentication ,Breaking Mobile Notification-based Authentication with Concurrent Attacks Outside of Mobile Devices,"Ahmed Tanvir Mahdad, Mohammed Jubur, Nitesh Saxena",10/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3570361.3613273,~\cite{}
Multi-Factor Authentication,Multi-Factor Authentication ,SigningRing: Signature-based Authentication using Inertial Sensors on a Ring Form-factor,"Yifeng Cao, Ashutosh Dhekne, Mostafa Ammar",6/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3662009.3662019,~\cite{}
Multi-Factor Authentication,Multi-Factor Authentication ,Empirical Evaluation of Secured Intra-Data Communication via Human Body using Wearable Technology Association,M. Tamilselvi,2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10775061/,~\cite{}
Multi-Factor Authentication,Multi-Factor Authentication ,A Novel Privacy enabled Human Health and Safety Monitoring System using IoT with Smart Wearable Device,M Tamilselvi,2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10760484/,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,Two factor authentication made easy,"AQ Chen, W Goh",2015,2015,,,,,,,,,,,,Wearables,"A technique to mitigate such issues by using wearables as the 2FA device, and to allow authentication information to be transferred seamlessly and automatically from the device to the Web application",Device authentication,No,Springer,https://link.springer.com/chapter/10.1007/978-3-319-19890-3_29,~\cite{chen2015two}
Multi-Factor Authentication,Two-Factor Authentication ,Digital Memories Based Mobile User Authentication for IoT,"Nathan Shone;
Chelsea Dobbins;
William Hurst;
Qi Shi",2015,2015,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7363315/,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,Secure Identity-Based Authentication Scheme Suitable for Limited-Resource Devices,"Toan-Thinh Truong;
Vi-Minh Luong;
Minh-Triet Tran;
Anh-Duc Duong",2016,2016,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7820460/,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,Listening watch: Two-Factor Authentication Wearable using speech signals resilient to near-far attacks,"P Shrestha, N Saxena",2018,2018,,,,,,,,,,,,Wearables, A TFA mechanism based on a wearable device (watch/bracelet) and active browser-generated random speech sounds,Device authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3212480.3212501,~\cite{shrestha2018listening}
Multi-Factor Authentication,Two-Factor Authentication ,Listening Watch,"Prakash Shrestha, Nitesh Saxena",6/1/18 0:00,2018,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3212480.3212501,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,"Redefine and Organize, 4th Authentication Factor, Behavior","Rie Shigetomi Yamaguchi;
Toshiyuki Nakata;
Ryosuke Kobayashi",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8951646/,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,PPGPass: Nonintrusive and secure mobile two-factor authentication via wearables,"Y Cao, Q Zhang, F Li, S Yang…",2020,2020,,,,95.30%,,,,,,,,Mobile,"A mobile two-factor authentication system, which leverages Photoplethysmography (PPG) sensors in wrist-worn wearables to extract individual characteristics of PPG signals. ",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9155380/,~\cite{cao2020ppgpass}
Multi-Factor Authentication,Two-Factor Authentication ,A lightweight and secure two-factor authentication scheme for wireless body area networks in health-care IoT,"M Fotouhi, M Bayat, AK Das, HAN Far, SM Pournaghi…",2020,2020,,,,,,,,,,,,Mobile,A lightweight hash-chain-based and forward secure authentication scheme for wireless body area networks in health-care IoT,User authentication,No,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389128619316457,~\cite{fotouhi2020lightweight}
Multi-Factor Authentication,Two-Factor Authentication ,Hacksaw,"Prakash Shrestha, Nitesh Saxena",7/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3395351.3399366,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,Towards nonintrusive and secure mobile two-factor authentication on wearables,"Y Cao, F Li, Q Zhang, S Yang…",2021,2021,,,,,3.11%,,,3.71%,,,,Mobile,"A mobile two-factor authentication system, which leverages Photoplethysmography (PPG) sensors available in most wrist-worn wearables",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9645232/,~\cite{cao2021towards}
Multi-Factor Authentication,Two-Factor Authentication ,Magauth: Secure and usable two-factor authentication with magnetic wrist wearables,"Y Zhang, D Han, A Li, L Zhang, T Li…",2021,2021,,,,,,8.40%,,,,,96.30%,Wrist-worn device,A secure and usable two-factor authentication scheme with commercial off-the-shelf (COTS) wrist wearables with magnetic strap bands to enhance the security and usability of password-based authentication for mobile touchscreen devices,User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9400761/,~\cite{zhang2021magauth}
Multi-Factor Authentication,Two-Factor Authentication ,Press ${@}{\$}{@}{\$}$ to Login: Strong Wearable Second Factor Authentication via Short Memorywise Effortless Typing Gestures,"Prakash Shrestha;
Nitesh Saxena;
Diksha Shukla;
Vir V. Phoha",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9581202/,~\cite{}
Multi-Factor Authentication,Two-Factor Authentication ,P2Auth: Two-Factor Authentication Leveraging PIN and Keystroke-Induced PPG Measurements,"Y Su, G Jiang, Y Du, Y Chen, H Liu…",2023,2023,90% - 95%,,,,,,,,,,,Smartwatch,"A lightweight and unobtrusive two-factor authentication scheme, P2Auth, integrating the PIN and unique keystroke-related Photoplethysmography (PPG) measurement on wearables",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10272531/,~\cite{su2023p}
Multi-Factor Authentication,Two-Factor Authentication ,PressHeart: A Two-Factor Authentication Mechanism via PPG Signals for Wearable Devices,"W Zhang, X Zhou, H Chen",2024,2024,94.90%,,,,,,,,,,,Wearables,"A two-factor authentication mechanism, PressHeart, which utilizes widely-used Photoplethysmography (PPG) sensors embedded in wearable devices",User authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10622232/,~\cite{zhang2024pressheart}
Multi-Factor Authentication,Two-Factor Authentication ,A New Two-Factor Authentication Method Leveraging Vibration Feedback from Hand Gestures,"Zhiheng Chang;
Yuchen Su;
Hongbo Liu",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10581665/,~\cite{}
Textile-based Authentication,E-Textile Authentication ,Designing a self-aware jacket,"Silvia Rus, Andreas Braun, Florian Kirchbuchner, Arjan Kuijper",6/1/19 0:00,2019,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3316782.3321532,~\cite{}
Textile-based Authentication,E-Textile Authentication ,When wearable technology meets computing in future networks,"Aleksandr Ometov, Olga Chukhno, Nadezhda Chukhno, Jari Nurmi",5/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3457388.3458614,~\cite{}
Textile-based Authentication,E-Textile Authentication ,FaceTouch: Practical Face Touch Detection with a Multimodal Wearable System for Epidemiological Surveillance,"Li Liu, Zhichao Cao, Tianxing Li",5/1/23 0:00,2023,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3576842.3582368,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,FabricID: Using smart textiles to access wearable devices,"A Voit, S Schneegass",2017,2017,93.62%,,,,,,,,,,,,A system which identifies users' hand-prints with a smart textile integrated into the sleeve of the user,User authentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3152832.3156622,~\cite{voit2017fabricid}
Textile-based Authentication,Smart Textile Authentication ,FabricID,"Alexandra Voit, Stefan Schneegass",11/1/17 0:00,2017,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3152832.3156622,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,Designing Smart Wearable to measure Health Parameters,"Rashi Kansara;
Pritee Bhojani;
Jigar Chauhan",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8537314/,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,Comparative Study of Electrocardiogram Signals Acquired from Different Smart Textile Shirts,"Muhammad Muizz Mohd Nawawi;
Khairul Azami Sidek;
Amelia Wong Azman",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9467251/,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,A strong mutual authentication protocol for securing wearable smart textile applications,"H Dalkilic, MH Özcanhan",2022,2022,,,,,,,,,,,,Wearables,"A mutual authentication protocol between IoT devices and their gateway, supported by a state-of-the-art encryption algorithm",User authentication,No,search.proquest.com,https://search.proquest.com/openview/63305e964f4a70b2d48057403393c7d0/1?pq-origsite=gscholar&cbl=2049588,~\cite{dalkilic2022strong}
Textile-based Authentication,Smart Textile Authentication ,A Blockchain and IoT-Enabled Secure Health Data Handling Framework,"Mahmoud Elkhodr;
Ergun Gide;
Farnaz Farid;
Farhad Ahamed",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10293065/,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,Meta-Home: Smart Home Digital Twin Design from the Perspective of Smart metaverse,"Cheng Xue, Yingting Gao, Ananda Robin, Jiachen Du, Qianyao Xu",2/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3629606.3629635,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,ICSCIS '24: Proceedings of the 2024 International Conference on Smart City and Information System,,8/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/proceedings/10.1145/3685088,~\cite{}
Textile-based Authentication,Smart Textile Authentication ,ICEITSA '23: Proceedings of the 3rd International Conference on Electronic Information Technology and Smart Agriculture,,4/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/proceedings/10.1145/3641343,~\cite{}
Device-based Authentication,Smartwatch Authentication,WearLock: Unlocking Your Phone via Acoustics Using Smartwatch,"Shanhe Yi;
Zhengrui Qin;
Nancy Carter;
Qun Li",2017,2017,,8%,,,,,,,,,,Smartwatch,A system that uses acoustic tones as tokens to automate the unlocking securely,Device autentication,No,IEEE,https://ieeexplore.ieee.org/document/7979992/,~\cite{yi2017wearlock}
Device-based Authentication,Smartwatch Authentication,WearID: Wearable-assisted low-effort authentication to voice assistants using cross-domain speech similarity,"C Wang, C Shi, Y Chen, Y Wang, N Saxena",2020,2020,99.80%,,,,,,2%,,,,,Wearables,"Using an off-the-shelf wearable device (e.g., a smartwatch or bracelet) as a secure token to verify the user's voice commands to the VA system",User authentication ,No,arxiv.org,https://arxiv.org/abs/2003.09083,~\cite{wang2020wearid}
Multi-Factor Authentication,Two-Factor Authentication ,UWB-Auth: A UWB-based Two Factor Authentication Platform,"Yifeng Cao, Ashutosh Dhekne, Mostafa Ammar",5/1/24 0:00,2024,,,,,,,,,,,,Wearables,"A combination of location authentication via UWB, checking whether a legitimate token is in the vicinity of the login device with centimeter-level accuracy, followed by an abstraction layer allowing different knowledge-based or biometric-based authentication, ensuring the user's identity and intent to login",User authentication ,No,ACM,https://dl.acm.org/doi/10.1145/3643833.3656113,~\cite{cao2024uwb}
Device-based Authentication,Smartcard Authentication,Toward self-authenticable wearable devices,"FP Diez, DS Touceda, JMS Camara…",2015,2015,,,,,,,,,,,,Wearables,"A secure mutual end-to-end authentication between a wearable device and any other entity such as another wearable device, a personal device (mobile phone), a remote server, or a user�s application
on smart card technology within the wearable device to satisfy requirements 2 (cryptographic and logic capabilities) and 3 (storage capability), as well as requirement 1 (size limit) due to the small size of smart cards",Device authentication,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7054717/,~\cite{diez2015toward}
Wireless and Proximity-based Authentication,Proximity Authentication ,Swing-pay: One card meets all user payment and identity needs: A digital card module using NFC and biometric authentication for peer-to-peer payment,"S Ghosh, A Majumder, J Goswami…",2016,2016,,,,,,,,,,,,Smartwatch,"The system uses a wearable device, like a smartwatch, as a ""token"" to assist in verifying the user's identity",User authentication ,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7786798/,~\cite{ghosh2016swing}
Device-based Authentication,Smart Ring Authentication,AuthoRing: Wearable User-presence Authentication,"Xiaohui Liang, David Kotz",6/1/17 0:00,2017,,,,,,,,,,,,Smart ring,The wearable digital ring acts as a secure token to continuously verify the user's presence at the computer,User authentication,No,ACM,https://dl.acm.org/doi/10.1145/3089351.3089357,~\cite{liang2017authoring}
Device-based Authentication,Smartwatch Authentication,Smart watch based body-temperature authentication,"Timibloudi S Enamamu;
Nathan Clarke;
Paul Haskell-Dowland;
Fudong Li",2017,2017,,,,,,,,,,,,Smartwatch,"Utilizing a smartwatch as a token to authenticate the user. The smartwatch collects body temperature and galvanic skin response (GSR) data, which are then compared with stored credentials on the paired smartphone",User authentication,,IEEE,https://ieeexplore.ieee.org/document/8123790/,~\cite{enamamu2017smart}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,BLE-based authentication protocol for micropayment using wearable device,"NW Lo, A Yohan",2020,2020,,,,,,,,,,,,,,,,Springer,https://link.springer.com/article/10.1007/s11277-020-07153-0,~\cite{}
Device-based Authentication,Smartwatch Authentication,WatchAuth: User Authentication and Intent Recognition in Mobile Payments using a Smartwatch,"Jack Sturgess;
Simon Eberz;
Ivo Sluganovic;
Ivan Martinovic",2022,2022,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/9797370/,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,A Lightweight Security Algorithm for Authenticating Mobile Transactions using Wearable Devices and ECC Based Signcryption,"A Harrish, S David",2024,2024,,,0.54%,,,,,,,,,Wearables,"Utilizing wearable devices, such as smartwatches or wristbands, equipped with Near Field Communication (NFC) technology to facilitate secure mobile transactions",User authentication ,No,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10717138/,~\cite{harrish2024lightweight}
Wireless and Proximity-based Authentication,RFID Authentication ,YPAP: The Yoking-Proofs Based Authentication Protocol for Wearable Devices in Wireless Communications,"Hong Liu;
Rui Yu;
Yueliang Wan",2015,2015,,,,,,,,,,,,Wearables,Using RFID-inspired yoking-proofs to authenticate two wearable devices simultaneously during a session,Device autentication,No,IEEE,https://ieeexplore.ieee.org/document/7518479/,~\cite{liu2015ypap}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,A Novel Authentication Protocol for Micropayment with Wearable Devices,"Alexander Yohan, Nai-Wei Lo, Vincentius Randy, Shih-Jen Chen",1/1/16 0:00,2016,,,,,,,,,,,,Smartwatch,"Establishing a secure connection between a wearable device and a payment counter using a session key generated through an optimized Elliptic Curve Cryptography-based key agreement protocol, ensuring mutual authentication and protection against common attacks like replay and man-in-the-middle",Device autentication,No,ACM,https://dl.acm.org/doi/10.1145/2857546.2857565,~\cite{yohan2016novel}
Wireless and Proximity-based Authentication,RFID Authentication ,An authentication scheme for wireless healthcare monitoring sensor network,Hesham A. El Zouka,2017,2017,,,,,,,,,,,,Wearables,,,No,IEEE,https://ieeexplore.ieee.org/document/8102205/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Au-id: Automatic user identification and authentication through the motions captured from sequential human activities using rfid,"A Huang, D Wang, R Zhao, Q Zhang",2019,2019,,,,,,,,,,,,,,,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3328919,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,RF-Rhythm: Secure and usable two-factor RFID authentication,"J Li, C Wang, A Li, D Han, Y Zhang…",2020,2020,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9155427/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Detection of Hazardous Gas using Wearable Wireless Sensor Networks for Industrial Applications,"G. Vallathan;
X.S Asha Shiny;
K. Loga",2020,2020,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9262380/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,RF-Badge: Vital sign-based authentication via RFID tag array on badges,"J Ning, L Xie, C Wang, Y Bu, F Xu…",2021,2021,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9490377/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,An enhanced scalable and secure RFID authentication protocol for WBAN within an IoT environment,"S Izza, M Benssalah, K Drouiche",2021,2021,,,,,,,,,,,,,,,,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214212620308516,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Wearable Mapping Suit: Body Mapping for Identification Wearables,"Friederike Fröbel, Marie Beuthel, Gesche Joost",7/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3464385.3464729,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,A Matrix for Systematic Selection of Authentication Mechanisms in Challenging Healthcare related Environments,"Michael Grabatin, Michael Steinke, Daniela Pöhn, Wolfgang Hommel",4/1/21 0:00,2021,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3445969.3450424,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Strong Authentication Protocol for Identity Verification in Internet of Things (IoT),"Hakan Dalkılıç;
Mehmet Hilal Özcanhan",2021,2021,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9559010/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,WearRF-CLA: Continuous location authentication with wrist wearables and UHF RFID,"A Li, J Li, D Han, Y Zhang, T Li, Y Zhang",2022,2022,,,,,,,,,,,,,,,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3488932.3517426,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Secure UHF RFID authentication with smart devices,"A Li, J Li, Y Zhang, D Han, T Li…",2022,2022,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9982689/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,BioTag: Robust RFID-based continuous user verification using physiological features from respiration,"B Hu, T Zhao, Y Wang, J Cheng, R Howard…",2022,2022,,,,,,,,,,,,,,,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3492866.3549718,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,WearRF-CLA,"Ang Li, Jiawei Li, Dianqi Han, Yan Zhang, Tao Li, Yanchao Zhang",5/1/22 0:00,2022,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3488932.3517426,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Contactless Authentication for Wearable Devices Using RFID,"Valerio Bellandi;
Paolo Ceravolo;
Mauro Conti;
Maryam Ehsanpour",2022,2022,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9861083/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,User Recognition based on Gait Pattern via Smartwatch Accelerometer in Unrestricted Environment,"Sheharyar Khan;
Syed M Adnan Shah;
Aamir Arsalan;
Wakeel Ahmed",2023,2023,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/10139875/,~\cite{}
Wireless and Proximity-based Authentication,RFID Authentication ,Behaviors Speak More: Achieving User Authentication Leveraging Facial Activities via mmWave Sensing,"Chenxu Jiang, Sihan Yu, Jingjing Fu, Chun-Chih Lin, Huadi Zhu",11/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3666025.3699330,~\cite{}
